,id,fisherman_id,fishing_location,status,Avg Temp,delivered_location,delivered,rejected
0,5834339,B384211,Ashkara,Central Market,-7.19,Lulu,,
0,4333848,B384211,Ashkara,Central Market,-0.35,Lulu,,
0,2832096,B8323,Duqum,Central Market,-4.93,Nesto,,
0,2993934,B3823,Suhar,Delivered,-5.84,Lulu,yes,
0,3164873,B23823,Ashkara,Delivered,-9.18,Lulu,yes,
0,3201024,B8323,Duqum,Delivered,-0.19,Lulu,yes,
0,3736899,B123123,Suhar,Central Market,-1.48,Lulu,,
0,7142336,B23823,Duqum,Delivered,-9.29,Nesto,yes,
0,4432188,B328423,Salalah,Central Market,-9.46,Nesto,,
0,9100350,B123123,Salalah,Delivered,-8.31,Lulu,yes,
0,6586804,B8323,Ashkara,Delivered,-4.06,Lulu,yes,
0,2084414,B8323,Salalah,Delivered,-2.23,Nesto,yes,
0,6575859,B23823,Duqum,Delivered,-5.56,Lulu,yes,
0,4011006,B384211,Salalah,Delivered,-7.21,Lulu,yes,
0,3626488,B8323,Ashkara,Delivered,-5.83,Lulu,yes,
0,2053309,B123123,Duqum,Central Market,-0.09,Lulu,,
0,4299416,B123123,Ashkara,Central Market,-0.21,Lulu,,
0,9991580,B8323,Duqum,Delivered,-4.3,Nesto,yes,
0,8455573,B8323,Suhar,Central Market,-8.02,Lulu,,
0,2133156,B3823,Ashkara,Delivered,-5.12,Lulu,yes,
0,9052964,B8323,Suhar,Delivered,-3.58,Lulu,yes,
0,3451258,B12312,Ashkara,Central Market,-0.35,Lulu,,
0,7580080,B384211,Suhar,Central Market,-0.39,Lulu,,
0,4552399,B3823,Salalah,Central Market,-5.43,Lulu,,
0,5777962,B123123,Sur,Central Market,-1.48,Lulu,,
0,6821641,B23823,Suhar,Central Market,-1.06,Lulu,,
0,8273600,B123123,Ashkara,On Route,-9.87,Lulu,,
0,3996452,B123123,Ashkara,Central Market,-0.92,Lulu,,
0,7921555,B3823,Duqum,Delivered,-5.03,Nesto,yes,
0,7871851,B23823,Duqum,Central Market,-9.2,Lulu,,
0,7918699,B123123,Ashkara,Delivered,-4.36,Lulu,yes,
0,5671590,B23823,Duqum,Delivered,-0.69,Lulu,yes,
0,9927242,B123123,Duqum,Central Market,-1.16,Lulu,,
0,9463325,B8323,Ashkara,Delivered,-0.32,Faiha,yes,
0,9073417,B8323,Suhar,Central Market,-7.41,Faiha,,
0,8918255,B123123,Salalah,Central Market,-2.65,Nesto,,
0,6913669,B123123,Duqum,Central Market,-9.97,Nesto,,
0,9756172,B8323,Ashkara,Central Market,-8.83,Lulu,,
0,7984112,B8323,Ashkara,Central Market,-7.66,Lulu,,
0,4508170,B8323,Ashkara,Delivered,-2.73,Nesto,yes,
0,9885728,B12312,Suhar,Central Market,-0.05,Lulu,,
0,7016901,B328423,Ashkara,Delivered,-0.51,Nesto,yes,
0,5866705,B123123,Duqum,Central Market,-8.29,Lulu,,
0,4049278,B123123,Ashkara,Delivered,-8.35,Nesto,yes,
0,9559330,B8323,Duqum,Delivered,-1.62,Lulu,yes,
0,8550266,B384211,Ashkara,Delivered,-8.72,Lulu,yes,
0,2214019,B8323,Suhar,Central Market,-6.71,Nesto,,
0,3084042,B328423,Suhar,Delivered,-5.94,Lulu,yes,
0,7363858,B23823,Duqum,Central Market,-9.25,Lulu,,
0,8093258,B23823,Duqum,On Route,-3.28,Nesto,,
0,4081414,B328423,Ashkara,Central Market,-9.47,Lulu,,
0,3991181,B3823,Salalah,Delivered,-9.46,Lulu,yes,
0,4716569,B8323,Ashkara,Delivered,-9.97,Lulu,yes,
0,9385041,B328423,Ashkara,Central Market,-3.96,Lulu,,
0,2453963,B123123,Suhar,First Truck,-7.11,Lulu,,
0,6228914,B23823,Duqum,Central Market,-2.14,Nesto,,
0,2118464,B123123,Duqum,Delivered,-3.17,Nesto,yes,
0,7397652,B328423,Duqum,Central Market,-7.17,Nesto,,
0,2688287,B8323,Suhar,Delivered,-4.28,Lulu,yes,
0,5469005,B8323,Salalah,Central Market,-9.93,Faiha,,
0,1367911,B8323,Suhar,Delivered,-4.13,Lulu,yes,
0,7059226,B8323,Ashkara,Delivered,-6.74,Lulu,yes,
0,4848175,B123123,Duqum,Central Market,-3.38,Faiha,,
0,6778381,B12312,Duqum,Delivered,-5.17,Lulu,yes,
0,9112397,B23823,Ashkara,Delivered,-1.76,Faiha,yes,
0,7074927,B8323,Ashkara,Central Market,-9.44,Lulu,,
0,7810459,B8323,Duqum,Delivered,-8.74,Faiha,yes,
0,2745817,B328423,Duqum,Central Market,-4.88,Lulu,,
0,7362275,B123123,Suhar,Central Market,-2.06,Nesto,,
0,2612929,B123123,Duqum,Central Market,-9.27,Nesto,,
0,4919654,B8323,Sur,Central Market,-7.37,Lulu,,
0,9104015,B23823,Duqum,Central Market,-4.32,Lulu,,
0,7489750,B8323,Suhar,Central Market,-1.99,Lulu,,
0,8239985,B23823,Duqum,Delivered,-7.67,Lulu,yes,
0,7174165,B23823,Suhar,Central Market,-6.34,Nesto,,
0,7428411,B23823,Duqum,Delivered,-9.67,Nesto,yes,
0,1624042,B3823,Salalah,Delivered,-2.31,Faiha,yes,
0,6586887,B123123,Duqum,Central Market,-1.94,Nesto,,
0,8623524,B23823,Salalah,Delivered,-2.96,Lulu,yes,
0,9761289,B12312,Suhar,Central Market,-9.57,Lulu,,
0,9629169,B123123,Salalah,Central Market,-6.12,Faiha,,
0,5394524,B8323,Suhar,Delivered,-0.25,Nesto,yes,
0,6028578,B8323,Duqum,Delivered,-2.6,Lulu,yes,
0,6094639,B123123,Duqum,Central Market,-5.09,Lulu,,
0,9851951,B3823,Salalah,Rejected,-9.52,Lulu,,yes
0,2475723,B123123,Muscat,Central Market,-1.98,Lulu,,
0,1800917,B23823,Duqum,Delivered,-1.55,Lulu,yes,
0,4095347,B23823,Ashkara,Delivered,-3.84,Lulu,yes,
0,7069433,B123123,Ashkara,Delivered,-8.69,Lulu,yes,
0,5838427,B8323,Sur,Delivered,-7.48,Lulu,yes,
0,4038593,B12312,Muscat,Delivered,-4.27,Nesto,yes,
0,2331073,B123123,Ashkara,Delivered,-4.36,Lulu,yes,
0,2200641,B23823,Ashkara,Delivered,-8.26,Lulu,yes,
0,8840930,B23823,Duqum,Delivered,-7.95,Lulu,yes,
0,7406490,B23823,Ashkara,Delivered,-1.58,Lulu,yes,
0,3226536,B23823,Duqum,Central Market,-1.38,Lulu,,
0,6971638,B328423,Suhar,Delivered,-2.86,Lulu,yes,
0,2562380,B8323,Ashkara,Delivered,-7.57,Lulu,yes,
0,9236222,B23823,Sur,Central Market,-0.21,Nesto,,
0,2596799,B12312,Duqum,Delivered,-6.78,Nesto,yes,
0,1982151,B23823,Duqum,Central Market,-9.16,Lulu,,
0,2299553,B123123,Ashkara,Delivered,-0.48,Nesto,yes,
0,5765392,B123123,Ashkara,Central Market,-6.78,Nesto,,
0,3387104,B123123,Ashkara,Delivered,-1.07,Nesto,yes,
0,9521329,B23823,Ashkara,Central Market,-4.08,Lulu,,
0,7740990,B8323,Duqum,Delivered,-0.48,Lulu,yes,
0,1999997,B123123,Ashkara,Delivered,-6.61,Lulu,yes,
0,6173038,B123123,Ashkara,Central Market,-7.69,Lulu,,
0,5561321,B12312,Suhar,Delivered,-8.26,Lulu,yes,
0,9559164,B12312,Ashkara,On Route,-2.46,Nesto,,
0,7773054,B8323,Duqum,Delivered,-5.58,Lulu,yes,
0,7234576,B8323,Suhar,Central Market,-2.73,Lulu,,
0,7871835,B328423,Salalah,Central Market,-1.23,Nesto,,
0,4202865,B12312,Duqum,Delivered,-6.93,Lulu,yes,
0,5854490,B123123,Ashkara,Delivered,-8.59,Lulu,yes,
0,7104020,B23823,Suhar,Central Market,-2.07,Lulu,,
0,8905999,B23823,Ashkara,Delivered,-9.48,Lulu,yes,
0,1170554,B8323,Muscat,Delivered,-4.61,Lulu,yes,
0,7651283,B3823,Duqum,Delivered,-1.21,Nesto,yes,
0,9323653,B3823,Duqum,Central Market,-5.91,Lulu,,
0,6792898,B8323,Ashkara,Central Market,-7.19,Nesto,,
0,4853367,B8323,Suhar,Central Market,-4.93,Nesto,,
0,7522020,B8323,Ashkara,Central Market,-2.2,Lulu,,
0,4971664,B23823,Salalah,Delivered,-6.87,Lulu,yes,
0,9686413,B328423,Ashkara,Central Market,-2.69,Nesto,,
0,4588211,B23823,Sur,Central Market,-0.65,Lulu,,
0,5896556,B8323,Ashkara,Central Market,-7.89,Lulu,,
0,1434833,B123123,Ashkara,Central Market,-0.68,Nesto,,
0,5675262,B23823,Ashkara,Central Market,-1.32,Nesto,,
0,9612930,B8323,Suhar,Delivered,-0.99,Lulu,yes,
0,7308596,B123123,Salalah,Delivered,-9.92,Lulu,yes,
0,5987726,B123123,Ashkara,Central Market,-4.72,Lulu,,
0,2315819,B8323,Suhar,Central Market,-7.51,Lulu,,
0,3187975,B123123,Ashkara,Central Market,-7.76,Lulu,,
0,1347813,B123123,Salalah,Delivered,-2.3,Lulu,yes,
0,5669201,B23823,Masira,Delivered,-5.47,Lulu,yes,
0,8509988,B123123,Ashkara,Delivered,-2.71,Lulu,yes,
0,8625399,B23823,Duqum,Central Market,-2.46,Lulu,,
0,7783321,B123123,Muscat,Central Market,-5.77,Nesto,,
0,5755053,B123123,Ashkara,Delivered,-9.78,Nesto,yes,
0,1024786,B23823,Ashkara,Delivered,-1.91,Lulu,yes,
0,9342666,B3823,Ashkara,Delivered,-7.35,Lulu,yes,
0,2294322,B123123,Duqum,Delivered,-9.48,Nesto,yes,
0,9704566,B23823,Duqum,Delivered,-8.32,Faiha,yes,
0,1367923,B23823,Ashkara,Delivered,-0.25,Lulu,yes,
0,4923197,B8323,Duqum,Delivered,-8.36,Lulu,yes,
0,4641728,B8323,Masira,Delivered,-4.89,Lulu,yes,
0,5205951,B23823,Duqum,Central Market,-5.86,Lulu,,
0,4465916,B23823,Suhar,Delivered,-8.58,Lulu,yes,
0,7954601,B8323,Ashkara,Delivered,-9.49,Nesto,yes,
0,5271808,B23823,Salalah,First Truck,-1.24,Lulu,,
0,3492626,B384211,Ashkara,Delivered,-0.26,Nesto,yes,
0,4991383,B8323,Duqum,Delivered,-9.34,Lulu,yes,
0,2320407,B123123,Ashkara,Delivered,-8.38,Lulu,yes,
0,1456095,B123123,Ashkara,Central Market,-8.82,Lulu,,
0,8980120,B123123,Suhar,Delivered,-0.27,Lulu,yes,
0,8971602,B23823,Ashkara,Delivered,-5.45,Lulu,yes,
0,3312899,B23823,Duqum,Central Market,-8.32,Nesto,,
0,9882622,B123123,Sur,Central Market,-1.26,Lulu,,
0,2383878,B23823,Sur,Delivered,-5.34,Faiha,yes,
0,7136235,B23823,Salalah,Delivered,-9.8,Lulu,yes,
0,2584523,B23823,Suhar,Central Market,-0.72,Nesto,,
0,1776439,B8323,Suhar,Delivered,-9.46,Lulu,yes,
0,2038953,B123123,Duqum,Delivered,-8.68,Nesto,yes,
0,3188765,B123123,Suhar,Central Market,-1.68,Lulu,,
0,1418041,B23823,Ashkara,Delivered,-8.42,Lulu,yes,
0,5384705,B8323,Ashkara,On Route,-4.85,Faiha,,
0,1709224,B8323,Suhar,Central Market,-0.21,Nesto,,
0,9584553,B23823,Duqum,Central Market,-2.86,Lulu,,
0,5639285,B8323,Salalah,Central Market,-5.13,Lulu,,
0,1103765,B23823,Suhar,Delivered,-6.41,Lulu,yes,
0,1481214,B23823,Duqum,Delivered,-8.08,Lulu,yes,
0,5969174,B23823,Suhar,Delivered,-4.8,Lulu,yes,
0,3484506,B8323,Salalah,Central Market,-6.93,Lulu,,
0,9251906,B123123,Duqum,Delivered,-2.57,Lulu,yes,
0,1157215,B23823,Suhar,Central Market,-5.03,Lulu,,
0,7890699,B23823,Sur,Delivered,-8.68,Nesto,yes,
0,1069134,B8323,Ashkara,Delivered,-4.33,Lulu,yes,
0,4943999,B8323,Salalah,Delivered,-4.37,Nesto,yes,
0,3602414,B8323,Ashkara,Central Market,-0.01,Nesto,,
0,1261645,B384211,Ashkara,Central Market,-2.52,Lulu,,
0,8494342,B328423,Salalah,Delivered,-3.8,Nesto,yes,
0,9946251,B8323,Salalah,Central Market,-8.18,Lulu,,
0,7533572,B384211,Suhar,Central Market,-5.95,Lulu,,
0,6299453,B123123,Suhar,Delivered,-8.2,Lulu,yes,
0,7962608,B328423,Ashkara,Delivered,-2.64,Nesto,yes,
0,5035990,B123123,Ashkara,Central Market,-2.53,Nesto,,
0,8569535,B8323,Ashkara,Delivered,-6.97,Lulu,yes,
0,8542729,B12312,Ashkara,On Route,-6.31,Nesto,,
0,6961976,B23823,Ashkara,Central Market,-4.49,Nesto,,
0,1518081,B8323,Salalah,Delivered,-4.27,Nesto,yes,
0,9488864,B123123,Muscat,Central Market,-7.85,Lulu,,
0,1018738,B123123,Suhar,Central Market,-7.33,Nesto,,
0,2179658,B8323,Duqum,Delivered,-1.3,Nesto,yes,
0,8662315,B23823,Sur,Delivered,-9.78,Lulu,yes,
0,4461167,B123123,Ashkara,Delivered,-4.43,Lulu,yes,
0,5048963,B123123,Ashkara,On Route,-1.03,Nesto,,
0,4594573,B23823,Duqum,Central Market,-6.92,Nesto,,
0,2740855,B23823,Duqum,Central Market,-2.42,Lulu,,
0,3065151,B123123,Duqum,Delivered,-8.59,Lulu,yes,
0,2175646,B23823,Sur,Delivered,-6.97,Lulu,yes,
0,2296704,B123123,Muscat,Central Market,-0.43,Lulu,,
0,2807346,B8323,Salalah,Delivered,-7.81,Nesto,yes,
0,2188869,B123123,Suhar,Delivered,-5.79,Lulu,yes,
0,2798327,B8323,Suhar,Central Market,-1.04,Lulu,,
0,9635354,B8323,Duqum,Central Market,-8.66,Nesto,,
0,7859639,B123123,Salalah,Delivered,-6.39,Nesto,yes,
0,7408182,B123123,Duqum,Central Market,-1.27,Lulu,,
0,6549644,B123123,Suhar,Delivered,-7.11,Nesto,yes,
0,8454829,B123123,Suhar,Delivered,-5.99,Lulu,yes,
0,4567560,B8323,Suhar,Delivered,-9.32,Faiha,yes,
0,8101369,B3823,Duqum,Central Market,-6.26,Lulu,,
0,6195713,B23823,Ashkara,Central Market,-3.17,Nesto,,
0,8776278,B3823,Salalah,First Truck,-6.63,Lulu,,
0,6914786,B23823,Ashkara,Central Market,-4.91,Lulu,,
0,5044003,B12312,Ashkara,Central Market,-1.84,Lulu,,
0,3857597,B23823,Duqum,Central Market,-4.87,Lulu,,
0,7941232,B8323,Suhar,Delivered,-0.17,Lulu,yes,
0,2488835,B8323,Suhar,Delivered,-3.32,Lulu,yes,
0,7348695,B12312,Duqum,Delivered,-2.63,Nesto,yes,
0,8433869,B8323,Salalah,Central Market,-3.88,Lulu,,
0,9287545,B23823,Suhar,Delivered,-0.31,Lulu,yes,
0,3408263,B123123,Ashkara,Delivered,-4.89,Lulu,yes,
0,2342757,B8323,Salalah,Delivered,-6.41,Lulu,yes,
0,3551217,B23823,Ashkara,Delivered,-6.43,Lulu,yes,
0,7538432,B23823,Ashkara,Delivered,-9.65,Lulu,yes,
0,2242541,B123123,Ashkara,Central Market,-8.28,Lulu,,
0,5648369,B123123,Suhar,Central Market,-6.16,Lulu,,
0,4928849,B23823,Ashkara,Delivered,-4.41,Lulu,yes,
0,4034280,B23823,Duqum,Delivered,-1.2,Nesto,yes,
0,4644442,B23823,Suhar,Delivered,-5.55,Lulu,yes,
0,6271020,B8323,Duqum,Delivered,-0.71,Lulu,yes,
0,9058559,B8323,Ashkara,Delivered,-9.74,Nesto,yes,
0,9283111,B123123,Masira,Central Market,-9.98,Lulu,,
0,9362692,B12312,Duqum,Central Market,-1.3,Lulu,,
0,7740537,B328423,Salalah,Delivered,-2.56,Lulu,yes,
0,7156814,B23823,Ashkara,Central Market,-8.73,Nesto,,
0,3451611,B12312,Salalah,Central Market,-2.1,Nesto,,
0,9395714,B123123,Duqum,Central Market,-5.06,Nesto,,
0,3540896,B328423,Duqum,On Route,-2.41,Lulu,,
0,1718351,B23823,Salalah,Central Market,-4.37,Lulu,,
0,6544428,B8323,Masira,Delivered,-8.61,Nesto,yes,
0,9080252,B23823,Duqum,Delivered,-9.93,Lulu,yes,
0,7829699,B23823,Duqum,First Truck,-9.26,Faiha,,
0,4445790,B123123,Suhar,Delivered,-7.11,Lulu,yes,
0,7956511,B123123,Suhar,Delivered,-1.53,Nesto,yes,
0,8484920,B23823,Suhar,Delivered,-7.03,Nesto,yes,
0,2594041,B23823,Duqum,Delivered,-5.72,Lulu,yes,
0,2512769,B23823,Suhar,Central Market,-1.53,Faiha,,
0,8102883,B3823,Duqum,Central Market,-4.43,Lulu,,
0,3708555,B23823,Suhar,Delivered,-3.11,Lulu,yes,
0,7954980,B23823,Duqum,Central Market,-2.93,Lulu,,
0,9245722,B23823,Suhar,Delivered,-0.42,Faiha,yes,
0,6723939,B8323,Duqum,Central Market,-9.42,Lulu,,
0,4429990,B384211,Salalah,Central Market,-9.66,Lulu,,
0,3836810,B23823,Masira,Delivered,-2.59,Lulu,yes,
0,2408981,B123123,Ashkara,Central Market,-4.78,Nesto,,
0,4672740,B8323,Suhar,Central Market,-1.55,Lulu,,
0,1648019,B8323,Salalah,Central Market,-7.4,Nesto,,
0,9492767,B12312,Suhar,Central Market,-6.9,Nesto,,
0,8351370,B123123,Suhar,Central Market,-4.12,Lulu,,
0,8056565,B23823,Salalah,Central Market,-0.45,Nesto,,
0,5145864,B8323,Salalah,Central Market,-4.15,Nesto,,
0,1643044,B3823,Salalah,Delivered,-5.35,Lulu,yes,
0,4506244,B23823,Masira,Central Market,-6.24,Nesto,,
0,8399495,B123123,Ashkara,Central Market,-0.1,Nesto,,
0,5993281,B8323,Duqum,Central Market,-5.22,Nesto,,
0,3778926,B123123,Ashkara,Central Market,-8.23,Lulu,,
0,5937985,B8323,Suhar,Delivered,-6.25,Lulu,yes,
0,6791353,B23823,Salalah,Central Market,-5.61,Lulu,,
0,2223317,B123123,Ashkara,Central Market,-1.01,Faiha,,
0,1331441,B8323,Salalah,Delivered,-2.46,Nesto,yes,
0,1097443,B23823,Suhar,Central Market,-8.35,Lulu,,
0,7217498,B8323,Suhar,Central Market,-1.87,Lulu,,
0,8787624,B123123,Muscat,Central Market,-7.55,Lulu,,
0,5491131,B3823,Salalah,Central Market,-0.49,Nesto,,
0,2410035,B328423,Ashkara,Central Market,-9.03,Lulu,,
0,7320173,B123123,Suhar,Delivered,-7.96,Lulu,yes,
0,5150476,B123123,Suhar,Delivered,-4.34,Faiha,yes,
0,9786010,B8323,Duqum,Delivered,-8.31,Nesto,yes,
0,5559916,B12312,Masira,Central Market,-3.71,Nesto,,
0,1643974,B23823,Duqum,Delivered,-3.91,Lulu,yes,
0,3989630,B8323,Masira,Delivered,-2.97,Nesto,yes,
0,6871065,B8323,Suhar,Central Market,-8.76,Nesto,,
0,2739170,B123123,Muscat,Central Market,-8.96,Lulu,,
0,1673714,B123123,Salalah,Central Market,-6.68,Lulu,,
0,2755922,B23823,Ashkara,Central Market,-9.71,Lulu,,
0,1435213,B23823,Duqum,Delivered,-3.98,Lulu,yes,
0,8187477,B123123,Salalah,Central Market,-7.53,Lulu,,
0,9414344,B3823,Suhar,Central Market,-4.27,Lulu,,
0,5399072,B8323,Salalah,Central Market,-0.02,Lulu,,
0,5825560,B23823,Salalah,Delivered,-9.72,Lulu,yes,
0,4151498,B123123,Duqum,Central Market,-8.94,Lulu,,
0,1189892,B23823,Suhar,Delivered,-7.81,Lulu,yes,
0,3367420,B23823,Suhar,Delivered,-5.19,Lulu,yes,
0,8521944,B8323,Duqum,Central Market,-4.02,Lulu,,
0,9471716,B23823,Ashkara,Central Market,-7.65,Nesto,,
0,8285610,B328423,Suhar,Delivered,-5.11,Lulu,yes,
0,7994332,B23823,Duqum,Central Market,-3.6,Lulu,,
0,5599595,B8323,Muscat,Central Market,-3.88,Lulu,,
0,5389760,B23823,Duqum,Central Market,-9.71,Nesto,,
0,2328584,B23823,Suhar,Central Market,-6.55,Lulu,,
0,8833499,B8323,Duqum,Central Market,-3.25,Lulu,,
0,9558467,B123123,Ashkara,Delivered,-9.62,Nesto,yes,
0,1141457,B23823,Suhar,Central Market,-2.26,Lulu,,
0,8097841,B8323,Duqum,Delivered,-2.36,Lulu,yes,
0,5484326,B23823,Suhar,Delivered,-8.0,Faiha,yes,
0,7379198,B8323,Ashkara,Central Market,-4.12,Nesto,,
0,2322361,B123123,Ashkara,Central Market,-4.13,Nesto,,
0,5356561,B384211,Ashkara,Central Market,-5.58,Lulu,,
0,8943520,B328423,Masira,Central Market,-6.61,Faiha,,
0,8569399,B23823,Sur,Delivered,-3.27,Lulu,yes,
0,6201039,B384211,Masira,Delivered,-5.69,Lulu,yes,
0,3050795,B384211,Duqum,Delivered,-8.63,Lulu,yes,
0,1801220,B23823,Suhar,Delivered,-1.46,Nesto,yes,
0,2042851,B23823,Salalah,Delivered,-5.79,Lulu,yes,
0,6489820,B23823,Suhar,Central Market,-6.72,Lulu,,
0,1191136,B8323,Suhar,Central Market,-1.53,Nesto,,
0,2365663,B23823,Suhar,Delivered,-7.12,Nesto,yes,
0,9892270,B8323,Ashkara,Delivered,-0.04,Nesto,yes,
0,7865680,B123123,Duqum,First Truck,-1.34,Nesto,,
0,7290154,B8323,Ashkara,Central Market,-5.58,Nesto,,
0,2352928,B8323,Muscat,Delivered,-4.71,Lulu,yes,
0,5445852,B8323,Salalah,Central Market,-3.45,Nesto,,
0,7189771,B23823,Suhar,Central Market,-3.28,Lulu,,
0,2214928,B23823,Duqum,Delivered,-0.13,Lulu,yes,
0,4493248,B328423,Masira,Delivered,-3.4,Nesto,yes,
0,2263257,B8323,Ashkara,Central Market,-6.98,Nesto,,
0,6550153,B23823,Duqum,Delivered,-3.71,Nesto,yes,
0,4417675,B123123,Ashkara,Delivered,-7.75,Nesto,yes,
0,5199494,B23823,Duqum,Central Market,-5.52,Nesto,,
0,1459044,B8323,Suhar,Central Market,-3.42,Nesto,,
0,1554213,B328423,Ashkara,Central Market,-2.47,Lulu,,
0,7870392,B23823,Salalah,Delivered,-8.41,Nesto,yes,
0,3128560,B8323,Ashkara,Delivered,-9.98,Lulu,yes,
0,6629577,B123123,Salalah,Central Market,-8.4,Nesto,,
0,5146012,B8323,Duqum,Central Market,-5.85,Lulu,,
0,1455642,B23823,Duqum,Central Market,-8.52,Nesto,,
0,1001032,B3823,Suhar,Central Market,-9.01,Lulu,,
0,7587642,B8323,Duqum,Delivered,-7.81,Nesto,yes,
0,7218361,B8323,Ashkara,Delivered,-1.43,Nesto,yes,
0,2425629,B8323,Ashkara,Delivered,-1.61,Lulu,yes,
0,2616882,B12312,Salalah,Delivered,-7.66,Nesto,yes,
0,6367682,B8323,Suhar,Delivered,-8.02,Nesto,yes,
0,2097999,B8323,Duqum,Delivered,-6.25,Lulu,yes,
0,2662617,B23823,Duqum,Delivered,-6.2,Nesto,yes,
0,9136742,B12312,Duqum,Central Market,-0.15,Lulu,,
0,1746938,B8323,Duqum,Delivered,-8.3,Nesto,yes,
0,2976967,B23823,Suhar,Delivered,-5.89,Nesto,yes,
0,6957200,B8323,Duqum,Delivered,-0.38,Nesto,yes,
0,9339296,B123123,Masira,Delivered,-9.2,Lulu,yes,
0,3915289,B23823,Duqum,Central Market,-3.88,Nesto,,
0,3840384,B8323,Suhar,Delivered,-7.7,Nesto,yes,
0,4168101,B328423,Suhar,Central Market,-5.36,Lulu,,
0,1948119,B8323,Salalah,Central Market,-7.12,Lulu,,
0,9586506,B8323,Sur,Central Market,-4.9,Lulu,,
0,4220385,B384211,Suhar,Delivered,-9.27,Nesto,yes,
0,4441748,B12312,Salalah,Delivered,-4.28,Nesto,yes,
0,5040023,B23823,Ashkara,Delivered,-2.97,Lulu,yes,
0,1256748,B12312,Ashkara,Delivered,-5.03,Lulu,yes,
0,5030603,B8323,Muscat,Delivered,-5.9,Lulu,yes,
0,3471843,B12312,Suhar,Delivered,-2.48,Lulu,yes,
0,3019967,B123123,Suhar,Delivered,-1.73,Lulu,yes,
0,2480550,B23823,Duqum,Delivered,-5.15,Lulu,yes,
0,2352014,B328423,Ashkara,Delivered,-8.57,Lulu,yes,
0,2895747,B8323,Duqum,Central Market,-5.16,Nesto,,
0,1085506,B8323,Salalah,Central Market,-0.83,Lulu,,
0,6044587,B23823,Duqum,Central Market,-7.2,Faiha,,
0,1192805,B23823,Ashkara,Delivered,-4.21,Lulu,yes,
0,4346175,B123123,Salalah,Delivered,-9.07,Lulu,yes,
0,3840086,B3823,Suhar,Delivered,-6.7,Lulu,yes,
0,5480936,B8323,Suhar,Delivered,-1.7,Faiha,yes,
0,3125138,B8323,Suhar,Delivered,-3.8,Nesto,yes,
0,1586205,B23823,Salalah,Delivered,-5.74,Lulu,yes,
0,6893326,B8323,Salalah,Central Market,-4.62,Lulu,,
0,9850630,B123123,Salalah,Central Market,-3.17,Lulu,,
0,3894886,B23823,Duqum,Delivered,-1.75,Lulu,yes,
0,3467329,B328423,Suhar,Delivered,-4.97,Nesto,yes,
0,6488441,B123123,Ashkara,Delivered,-9.76,Nesto,yes,
0,8634589,B23823,Ashkara,Central Market,-7.28,Lulu,,
0,7873543,B23823,Suhar,Central Market,-2.34,Lulu,,
0,3941931,B8323,Duqum,Central Market,-7.26,Lulu,,
0,6504591,B12312,Ashkara,Delivered,-5.56,Lulu,yes,
0,8020094,B23823,Salalah,Delivered,-4.88,Nesto,yes,
0,6693879,B8323,Ashkara,Central Market,-4.54,Faiha,,
0,8818558,B23823,Duqum,Central Market,-5.65,Faiha,,
0,5870500,B123123,Ashkara,Central Market,-3.32,Nesto,,
0,2892052,B8323,Duqum,Delivered,-0.26,Lulu,yes,
0,9863450,B123123,Suhar,Central Market,-2.21,Nesto,,
0,3912591,B8323,Ashkara,Central Market,-6.01,Nesto,,
0,9485763,B23823,Suhar,First Truck,-5.42,Lulu,,
0,6321239,B8323,Ashkara,Delivered,-1.39,Nesto,yes,
0,4684268,B23823,Duqum,On Route,-5.3,Lulu,,
0,2830707,B8323,Suhar,Central Market,-1.72,Nesto,,
0,3581506,B23823,Duqum,Central Market,-1.83,Lulu,,
0,7779461,B12312,Salalah,Delivered,-3.96,Lulu,yes,
0,1541781,B8323,Salalah,Central Market,-9.81,Lulu,,
0,1260050,B23823,Salalah,Delivered,-4.73,Nesto,yes,
0,1636681,B384211,Ashkara,Central Market,-2.98,Nesto,,
0,9432672,B23823,Suhar,Central Market,-3.2,Lulu,,
0,3642292,B8323,Sur,Delivered,-8.72,Nesto,yes,
0,3684474,B23823,Suhar,Central Market,-2.08,Lulu,,
0,6362999,B23823,Salalah,Central Market,-9.92,Lulu,,
0,8632350,B384211,Suhar,First Truck,-4.72,Faiha,,
0,5456660,B23823,Ashkara,Central Market,-0.55,Nesto,,
0,2298573,B8323,Ashkara,Central Market,-0.05,Nesto,,
0,8447060,B328423,Ashkara,Delivered,-7.59,Lulu,yes,
0,1148757,B8323,Ashkara,On Route,-0.91,Nesto,,
0,3733852,B123123,Duqum,Rejected,-6.95,Nesto,,yes
0,6996351,B8323,Salalah,Central Market,-0.77,Nesto,,
0,3690801,B123123,Suhar,Delivered,-8.53,Nesto,yes,
0,6400997,B123123,Sur,Delivered,-0.76,Lulu,yes,
0,3808294,B8323,Muscat,Central Market,-9.98,Lulu,,
0,4451385,B8323,Salalah,Central Market,-0.93,Nesto,,
0,2255524,B23823,Ashkara,Delivered,-1.72,Lulu,yes,
0,1508706,B23823,Salalah,Central Market,-3.26,Nesto,,
0,2507063,B123123,Ashkara,Central Market,-8.87,Nesto,,
0,1433038,B23823,Salalah,Delivered,-8.83,Lulu,yes,
0,7485895,B8323,Duqum,Delivered,-6.63,Nesto,yes,
0,4222577,B23823,Salalah,Central Market,-7.32,Lulu,,
